lead_id,fecha_registro,canal,empresa_id,punto_venta_id,nombre_cliente,telefono,email,ciudad,modelo_interes_texto,estado_gestion,fecha_primer_contacto,campania
LD-01218,02/09/2026 00:04,WhatsApp,EMP-02,PV-007,hector ramirez bedoya,3511759608,,Soledad,AKT Evo RS 150 2026,En proceso,05-09-2026,Remate Modelos 2025
LD-01219,2026-08-20 09:01:00,Meta Ads,EMP-01,PV-004,Fabián Vargas Ospina,+57 321 8329906,fabian.vargas39@yahoo.es,Rio Negro,bajaj pulsar ns 125,En proceso,20-08-2026,Prima Extra
LD-01220,02-08-2026,WhatsApp,EMP-01,PV-005,Juan Carlos Vargas Marín,3509518578,juan.vargas45@outlook.com,Medellín ,Suzuki GN 125,Contactado,2026-08-02 13:41:00,Remate Modelos 2025
LD-01221,17/08/2026 05:14,whatsapp,EMP-01,PV-003,  Wilmar Franco Agudelo  ,3205743171,,BELLO,Suzuki GN 125 2026,contactado,18-08-2026,Retoma tu moto
LD-01222,04-09-2026,Meta Ads,EMP-01,PV-001,  Wilmar Agudelo Restrepo  , 3149037411 ,wilmar.agudelo98@outlook.com,Medellín ,Suzuki Best 125,Cotización enviada,2026-09-04T15:00:00,Prima Extra
LD-01223,2026-09-02 08:03:00,Formulario Web,EMP-02,PV-008,Claudia Patricia Marín Bedoya,3132967584,,Cartagena,Bajaj Discover 125,Contactado,09/02/2026 14:03,
LD-01224,2026-08-15T17:17:00,Meta Ads,EMP-01,PV-004,Vanessa Ospina Jiménez, 3228150341 ,,Rionegro,Hero Hunk 160R,No contesta,08/16/2026 05:17,Agosto Cero Cuotas
LD-01225,2026-09-07T00:05:00,Formulario Web,EMP-02,PV-010,Kevin Bedoya Bedoya, 3178604980 ,kevin.bedoya77@gmail.com,Montería,Dominar 400,Sin gestión,,
LD-01226,2026-08-23T16:23:00,WhatsApp,EMP-01,PV-003,  Mónica Giraldo Escobar  ,3111950532,monica.giraldo27@gmail.com,BELLO,Suzuki Gixxer 150,sin gestion,,
LD-01227,2026-08-05T19:40:00,WhatsApp,EMP-03,PV-014,CLAUDIA PATRICIA SALAZAR VALENCIA,312-082-0796,claudia.salazar96@yahoo.es,Bogotá,AKT Dynamic R3 125,Sin gestión,,
LD-01228,14/08/2026 05:07,Formulario Web,EMP-01,PV-005,ESTEFANÍA AGUDELO GÓMEZ,+57 350 2826310,estefania.agudelo42@yahoo.es,Medellín ,Bajaj Boxer,Contactado,18-08-2026,Remate Modelos 2025
LD-01229,08/25/2026 01:52,WhatsApp,EMP-02,PV-008,LILIANA HERNÁNDEZ LONDOÑO,3134444770,,Cartagena,honda navi,Sin gestión,,
LD-01230,2026-08-05 23:42:00,Meta Ads,EMP-01,PV-001,Freddy Salazar Cardona,350-077-1559,,medellin,Bajaj,Cotización enviada,06/08/2026 00:42,Remate Modelos 2025
LD-01231,2026-08-14 19:15:00,WhatsApp,EMP-02,PV-010,Freddy Rodríguez Marín,301-766-7723,freddy.rodriguez91@outlook.com,Montería,AKT,contactado,2026-08-15T19:15:00,Prima Extra
LD-01232,2026-08-05 14:35:00,whatsapp,EMP-02,PV-006,DIANA CAROLINA TORRES OSORIO,3162980044,diana.torres16@gmail.com,BARRANQUILLA,Hnda CB 190R,Contactado,2026-08-08T14:35:00,Agosto Cero Cuotas
LD-01233,19/08/2026 09:19,Meta Ads,EMP-03,PV-015,Paula Andrea Mosquera Herrera,3139528303,paula.mosquera7@yahoo.es,Soacha,,Sin gestión,,
LD-01234,2026-08-10 02:29:00,Formulario Web,EMP-02,PV-006,Luisa Betancur Torres,(315) 104-7341,,BARRANQUILLA,Honda,Contactado,2026-08-10 08:29:00,
LD-01235,09/01/2026 15:46,WhatsApp,EMP-02,PV-009,  Freddy Correa Muñoz  ,3154235528,freddy.correa38@outlook.com,Santa Marta,bajaj pulsar ns 125,Sin gestión,,Agosto Cero Cuotas
LD-01236,2026-08-19 03:40:00,WhatsApp,EMP-03,PV-011,Juan Carlos Hernández Escobar,315-452-8205,,Bogotá,Hero,En proceso,19/08/2026 07:40,
LD-01237,2026-08-22 14:49:00,meta ads,EMP-02,PV-006,Héctor Torres Muñoz,3006953296,hector.torres14@yahoo.es,B/quilla,Honda XR 150L,En proceso,08/23/2026 08:49,
LD-01238,2026-08-25 17:21:00,Meta Ads,EMP-03,PV-015,JUAN CARLOS CASTAÑO AGUDELO, 3509596481 ,,SOACHA,Bajaj Dominar 400 2026,Descartado,,
LD-01239,2026-09-06T22:07:00,WhatsApp,EMP-02,PV-010,Vanessa Herrera Torres,3002309564,,Monteria,Bajaj Pulsar RS 200,contactado,07-09-2026,Prima Extra
LD-01240,2026-08-02 21:00:00,Meta Ads,EMP-01,PV-005,  Diana Carolina Rodríguez Torres  ,573020424343,diana.rodriguez75@gmail.com,Medellín ,AKT,Cotización enviada,03-08-2026,Agosto Cero Cuotas
LD-01241,24/08/2026 12:05,META ADS,EMP-02,PV-006,Alexander Salazar Muñoz,573000536500,,barranquilla,AKT NKD 125,En proceso,25-08-2026,Remate Modelos 2025
LD-01242,2026-08-08 15:32:00,WhatsApp,EMP-01,PV-003,Angie Paola Ramírez Mosquera,573502392019,angie.ramirez97@gmail.com,Bello,Honda XRE 300 2026,Cotización enviada,09/08/2026 15:32,Prima Extra
LD-01243,15-08-2026,WhatsApp,EMP-01,PV-005,Adriana Cardona Torres,(302) 951-0230,adriana.cardona27@outlook.com,MEDELLIN,hero xpulse 200,sin gestion,,Feria de Motos 2026
LD-01244,2026-08-08 05:16:00,WhatsApp,EMP-03,PV-014,Leidy Johana Valencia Vargas,313 778 7451,,Bogotá D.C.,BAJAJ PULSAR NS 125,Contactado,08-08-2026,
LD-01245,09/09/2026 03:37,WhatsApp,EMP-02,PV-006,María Fernanda Agudelo Londoño,304-180-4161,,Barranquilla,akt ttr 200,Sin gestión,,Retoma tu moto
LD-01246,21-08-2026,Formulario Web,EMP-01,PV-004,CAMILO OSORIO VALENCIA,301-361-9146,,Rio Negro,AKT NKD 125 2026,sin gestion,,
LD-01247,09/02/2026 02:32,Formulario Web,EMP-03,PV-015,Juan Carlos Quintero Cardona,3008246842,juan.quintero8@outlook.com,SOACHA,Suzuki Best 125 2026,Sin gestión,,
LD-01248,2026-08-18T12:57:00,Formulario Web,EMP-01,PV-005,Kevin Osorio Muñoz,3178301044,kevin.osorio76@gmail.com,,Suzuki V-Strom 250,Sin gestión,,Remate Modelos 2025
LD-01249,2026-08-11T19:41:00,Meta Ads,EMP-01,PV-005,Angie Paola Hernández Zapata,3207331096,angie.hernandez11@hotmail.com,MEDELLIN,AKT TTR,Sin gestión,,Prima Extra
LD-01250,10/08/2026 22:58,WhatsApp,EMP-01,PV-004,LEIDY JOHANA JIMÉNEZ BETANCUR,315-851-2799,,RIONEGRO,BAJAJ BOXER CT 100,Contactado,,Retoma tu moto
LD-01251,2026-08-07 16:24:00,WhatsApp,EMP-03,PV-014,Sebastián Giraldo Marín,3007187396,sebastian.giraldo91@gmail.com,Bogotá D.C.,Honda Navi,contactado,,Retoma tu moto
LD-01252,08/09/2026 04:20,meta ads,EMP-03,PV-012,Adriana Restrepo Escobar,310 919 0236,,Bogotá D.C.,AKT,En proceso,08/09/2026 10:20,
LD-01253,2026-08-08 10:51:00,Meta Ads,EMP-03,PV-014,Sebastián Londoño Gómez,3214477421,sebastian.londono72@outlook.com,bogotá,SUZUKI GIXXER 150,no contesta,08-08-2026,Feria de Motos 2026
LD-01254,2026-08-26 13:22:00,Meta Ads,EMP-02,PV-009,Carlos Mario Restrepo Betancur,3226297833,carlos.restrepo44@hotmail.com,SANTA MARTA,Dash 110,Contactado,2026-08-26 15:22:00,Remate Modelos 2025
LD-01255,18/08/2026 12:55,Meta Ads,EMP-03,PV-014,Carlos Mario Marín Bedoya,+57 311 7028097,,Bogota,Hero Eco Deluxe 100,no contesta,08/19/2026 12:55,
LD-01256,2026-08-27 11:00:00,META ADS,EMP-01,PV-003,KATHERINE CASTAÑO BEDOYA,322-627-5592,,bello,AKT Dynamic R3 125,Sin gestión,,
LD-01257,2026-09-07 16:49:00,WhatsApp,EMP-02,PV-006,  Juan Carlos Gómez Mosquera  ,3109479222,juan.gomez43@outlook.com,B/quilla,Suzuki GN 125,Sin gestión,,Feria de Motos 2026
LD-01258,2026-08-16 18:42:00,Meta Ads,EMP-01,PV-003,Luisa Marín Vargas,350 265 3065,,BELLO,hero hunk 160r,No contesta,08/16/2026 19:42,
LD-01259,05-09-2026,WhatsApp,EMP-02,PV-008,Paula Andrea Escobar Castaño,573026867483,paula.escobar54@gmail.com,CARTAGENA,Honda,Sin gestión,,Prima Extra
LD-01260,18/08/2026 11:13,WhatsApp,EMP-01,PV-002,  Brayan Betancur Hernández  ,3059805874,brayan.betancur44@yahoo.es,ITAGUI,Suzuki,Contactado,08/19/2026 11:13,Retoma tu moto
LD-01261,2026-08-27 12:08:00,Meta Ads,EMP-01,PV-005,Kevin Osorio Muñoz,+57 317 8301044,kevin.osorio75@hotmail.com,Medellín ,,En proceso,2026-08-27T13:08:00,Prima Extra
LD-01262,2026-08-23T16:04:00,Meta Ads,EMP-03,PV-012,SEBASTIÁN RODRÍGUEZ ARIAS, 3219211108 ,,Bogotá D.C.,Bajaj Pulsar NS 125,contactado,,Remate Modelos 2025
LD-01263,2026-09-06 04:18:00,Meta Ads,EMP-01,PV-004,Carlos Mario Franco Ramírez,3509070749,carlos.franco24@yahoo.es,Rio Negro,Suzuki,No contesta,2026-09-06 22:18:00,Retoma tu moto
LD-01264,2026-08-18 23:17:00,WhatsApp,EMP-02,PV-006,Wilmar Zapata Pérez,573026353723,wilmar.zapata3@gmail.com,barranquilla,honda cb 190r,sin gestion,,
LD-01265,29-08-2026,Meta Ads,EMP-03,PV-014,Andrés Felipe Salazar Correa,+57 351 1900858,andres.salazar21@yahoo.es,bogotá,BAJAJ PULSAR RS 200,Contactado,01-09-2026,Feria de Motos 2026
LD-01266,05/09/2026 15:43,Meta Ads,EMP-01,PV-001,  Diana Carolina Hernández Herrera  ,(302) 315-8066,,Medellin,suzuki gixxer 150,Contactado,2026-09-06 15:43:00,Retoma tu moto
LD-01267,2026-09-03 20:48:00,Formulario Web,EMP-02,PV-008,LILIANA CORREA SALAZAR, 3126632254 ,,CARTAGENA,,Sin gestión,,
LD-01268,2026-08-04T12:16:00,Formulario Web,EMP-02,PV-008,Alexander Jiménez Agudelo,+57 315 0460536,,Cartagena,Hero Hunk 160R,Sin gestión,,Feria de Motos 2026
LD-01269,02/08/2026 02:15,WhatsApp,EMP-01,PV-004,estefania escobar valencia,3128446915,estefania.escobar62@outlook.com,Rio Negro,Bajaj Pulsar NS 125,En proceso,05/08/2026 02:15,Feria de Motos 2026
LD-01270,2026-08-31 09:06:00,Formulario Web,EMP-01,PV-005,Andrés Felipe Pérez Betancur,301 288 3073,,Medellín ,HONDA DIO 110,En proceso,2026-08-31T21:06:00,Remate Modelos 2025
LD-01271,06/08/2026 04:42,whatsapp,EMP-01,PV-002,H. Valencia Ospina,3176036920,hector.valencia93@gmail.com,ITAGUI,Hero Eco Deluxe 100,Contactado,08/08/2026 04:42,Feria de Motos 2026
LD-01272,2026-08-16 00:10:00,WhatsApp,EMP-02,PV-007,  Angie Paola Gómez Castaño  ,+57 318 6677732,angie.gomez74@gmail.com,SOLEDAD,AKT Dynamic R3 125,En proceso,2026-08-16 18:10:00,Retoma tu moto
LD-01273,2026-08-24T14:11:00,WhatsApp,EMP-01,PV-003,Estefanía Ospina Correa,3104846448,estefania.ospina10@outlook.com,BELLO,BAJAJ PULSAR NS 160,Sin gestión,,
LD-01274,13/08/2026 05:27,WhatsApp,EMP-01,PV-005,  María Fernanda Correa Correa  , 3157280319 ,,Medellín ,Bajaj Pulsar NS 125 2026,Contactado,13-08-2026,Agosto Cero Cuotas
LD-01275,2026-08-28 15:32:00,Formulario Web,EMP-02,PV-006,Erika Marín Mosquera,3505218682,,BARRANQUILLA,Bajaj  Pulsar RS 200,Sin gestión,,Prima Extra
LD-01276,2026-08-18 19:57:00,WhatsApp,EMP-03,PV-012,Duván Torres Mosquera, 3516039229 ,duvan.torres93@gmail.com,bogotá,bajaj boxer ct 100,Sin gestión,,Agosto Cero Cuotas
LD-01277,2026-08-04 16:42:00,WhatsApp,EMP-02,PV-007,Édinson Osorio Herrera,322-619-1215,,Soledad,AKT Dynamic R3 125 2026,Contactado,2026-08-05 04:42:00,
LD-01278,19-08-2026,FORMULARIO WEB,EMP-02,PV-009,  Paula Andrea Ramírez Marín  ,3146915527,,Sta Marta,SUZUKI GIXXER 150,Contactado,2026-08-22 11:49:00,Retoma tu moto
LD-01279,2026-08-04 09:23:00,Formulario Web,EMP-01,PV-002,Kevin Marín Ospina,+57 320 6051014,kevin.marin75@hotmail.com,ITAGUI,Bajaj  Boxer CT 100,Contactado,05-08-2026,
LD-01280,02/08/2026 04:54,WhatsApp,EMP-03,PV-014,JORGE IVÁN ARIAS SALAZAR,3215025918,jorge.arias63@yahoo.es,BOGOTA,suzuki best 125,Contactado,02/08/2026 10:54,Remate Modelos 2025
LD-01281,19/08/2026 19:14,Meta Ads,EMP-02,PV-006,JUAN CARLOS RESTREPO QUINTERO,3178538728,,B/quilla,Bajaj Boxer CT 100,no contesta,20/08/2026 19:14,Remate Modelos 2025
LD-01282,20/08/2026 17:04,WhatsApp,EMP-01,PV-004,Vanessa Escobar Agudelo,350 042 4675,vanessa.escobar64@outlook.com,Rio Negro,Suzuki Best 125,no contesta,21/08/2026 11:04,
LD-01283,2026-08-05 12:31:00,WhatsApp,EMP-02,PV-008,María Valencia, 3161530381 ,,Cartagena,AKT EVO RS 150,sin gestion,,
LD-01284,08/14/2026 23:37,whatsapp,EMP-01,PV-005,Juan Restrepo,3181791662,juan.restrepo38@yahoo.es,Medellín,Suzuki V-Strom 250,Descartado,08/15/2026 01:37,Retoma tu moto
LD-01285,08/28/2026 17:20,Formulario Web,EMP-02,PV-006,Leidy Johana Betancur Ospina,(321) 503-6724,leidy.betancur32@gmail.com,barranquilla,Bajaj Pulsar NS 125,no contesta,2026-08-29 11:20:00,Prima Extra
LD-01286,12-08-2026,WhatsApp,EMP-02,PV-007,Jorge Iván Bedoya Salazar,304-094-1410,jorge.bedoya1@hotmail.com,Soledad,Bajaj Pulsar NS 125,En proceso,2026-08-13T02:09:00,Prima Extra
LD-01287,2026-08-31 03:23:00,formulario web,EMP-01,PV-005,CARLOS MARIO MARÍN RESTREPO,(321) 120-3543,,Medellin,BAJAJ BOXER CT 100,No contesta,31-08-2026,Remate Modelos 2025
LD-01288,02/09/2026 08:14,WhatsApp,EMP-01,PV-002,ÓSCAR DAVID ARIAS MOSQUERA,+57 310 2705112,oscar.arias55@hotmail.com,Itagüí,Hnda CB 125F Twister,Sin gestión,,Agosto Cero Cuotas
LD-01289,06/08/2026 10:05,whatsapp,EMP-02,PV-008,Camilo Bedoya Rodríguez,3102956577,camilo.bedoya20@gmail.com,Cartagena,Honda CB 190R,Sin gestión,,Agosto Cero Cuotas
LD-01290,2026-08-04T08:50:00,Meta Ads,EMP-01,PV-003,ADRIANA FRANCO RODRÍGUEZ,3129964103,adriana.franco29@yahoo.es,BELLO,CB 190R,Descartado,04-08-2026,Feria de Motos 2026
LD-01291,2026-09-08 08:30:00,WhatsApp,EMP-03,PV-012,ADRIANA RESTREPO CORREA,3014091087,adriana.restrepo96@outlook.com,Bogota,Hero Hunk 160R,sin gestion,,
LD-01292,21/08/2026 08:29,WhatsApp,EMP-03,PV-014,JHON JAIRO OSPINA TORRES,(301) 058-4302,jhon.ospina95@outlook.com,Bogotá,Honda XRE 300 2026,Descartado,08/24/2026 08:29,Prima Extra
LD-01293,2026-09-08T02:47:00,WhatsApp,EMP-01,PV-004,María Fernanda Vargas Muñoz,3021916223,maria.vargas98@gmail.com,Rio Negro,AKT TTR 200,No contesta,08-09-2026,Feria de Motos 2026
LD-01294,2026-08-16 07:42:00,Meta Ads,EMP-03,PV-015,Sebastián Zapata Franco,3122894310,sebastian.zapata76@gmail.com,Soacha,Honda Navi,sin gestion,,
LD-01295,20/08/2026 08:45,WHATSAPP,EMP-03,PV-011,BRAYAN OSPINA CORREA, 3103617165 ,,Bogota,AKT NKD 125,Sin gestión,,Prima Extra
LD-01296,2026-08-22 18:35:00,Formulario Web,EMP-03,PV-015,  Brayan Ramírez Muñoz  ,300 082 2078,,Soacha,Hero  Xpulse 200,Sin gestión,,
LD-01297,2026-08-01T22:02:00,Formulario Web,EMP-03,PV-011,María Fernanda Quintero Vargas,3179629296,maria.quintero35@gmail.com,Bogotá D.C.,Hero Xpulse 200 2026,Contactado,2026-08-01T23:02:00,Agosto Cero Cuotas
LD-01298,2026-08-19 10:09:00,Meta Ads,EMP-01,PV-003,  Kevin Cardona Muñoz  ,+57 318 9542317,kevin.cardona36@hotmail.com,Bello,HERO HUNK 160R,Descartado,2026-08-20 16:09:00,
LD-01299,21-08-2026,Meta Ads,EMP-02,PV-008,PAULA ANDREA GIRALDO OSORIO,3008881330,,Cartagena,Honda XRE 300 2026,Sin gestión,,
LD-01300,07/08/2026 03:51,Formulario Web,EMP-02,PV-007,Vanessa Zapata Vargas,310-898-9598,vanessa.zapata2@gmail.com,,Hero Dash 110,Cotización enviada,2026-08-07 21:51:00,Retoma tu moto
LD-01301,2026-08-11 20:58:00,Meta Ads,EMP-02,PV-006,Óscar David Valencia Londoño, 3143131512 ,,BARRANQUILLA,suzuki gixxer 150,Sin gestión,,Feria de Motos 2026
LD-01302,01/09/2026 01:18,WhatsApp,EMP-02,PV-008,Jorge Iván Franco Muñoz,3510742759,jorge.franco7@outlook.com,CARTAGENA,hero dash 110,contactado,02-09-2026,Prima Extra
LD-01303,07-09-2026,Meta Ads,EMP-02,PV-010,YESENIA AGUDELO SALAZAR,573018545456,,Montería,akt nkd 125,En proceso,09/08/2026 10:55,
LD-01304,2026-08-02 18:44:00,FORMULARIO WEB,EMP-02,PV-007,  Natalia Gómez Gómez  ,318 057 6860,,SOLEDAD,Suzuky GN 125,Contactado,08/03/2026 06:44,Prima Extra
LD-01305,09-08-2026,WHATSAPP,EMP-02,PV-007,Óscar David Torres Jiménez,313 413 4307,oscar.torres31@hotmail.com,SOLEDAD,Suzuki Gixxer 150,Sin gestión,,
LD-01306,2026-09-05 20:16:00,WhatsApp,EMP-03,PV-015,  Paula Andrea Castaño Pérez  ,+57 300 0668089,,Soacha,Bajaj Pulsar RS 200,SIN GESTION,,Retoma tu moto
LD-01307,30/08/2026 11:49,FORMULARIO WEB,EMP-03,PV-011,ÓSCAR DAVID RAMÍREZ MUÑOZ, 3045850289 ,oscar.ramirez41@gmail.com,Bogota DC,Honda XRE,Descartado,08/30/2026 13:49,
LD-01308,08/08/2026 14:29,Formulario Web,EMP-03,PV-012,Nelson Zapata Agudelo, 3119396217 ,nelson.zapata7@gmail.com,Bogotá,Bajaj Pulsar,Sin gestión,,Remate Modelos 2025
LD-01309,27/08/2026 02:18,WhatsApp,EMP-03,PV-011,Jorge Iván Pérez Herrera,3115182860,jorge.perez40@gmail.com,Bogota,Hero Hunk 160R 2026,no contesta,2026-08-27 20:18:00,Feria de Motos 2026
LD-01310,2026-08-03 01:38:00,WhatsApp,EMP-02,PV-007,Édinson Giraldo Londoño,(317) 153-5755,edinson.giraldo89@yahoo.es,SOLEDAD,Suzuki  Best 125,SIN GESTION,,Feria de Motos 2026
LD-01311,2026-08-17T17:39:00,Meta Ads,EMP-02,PV-008,Liliana Bedoya Pérez,302 125 0352,liliana.bedoya20@yahoo.es,Cartagena de Indias,Bajaj Discover 125,En proceso,2026-08-18T05:39:00,Feria de Motos 2026
LD-01312,16-08-2026,Meta Ads,EMP-02,PV-007,MÓNICA AGUDELO LONDOÑO,3019426394,monica.agudelo91@hotmail.com,Soledad,Suzuki Best 125,Contactado,18/08/2026 00:27,Retoma tu moto
LD-01313,20/08/2026 02:22,WhatsApp,EMP-02,PV-010,Adriana Salazar Betancur,+57 321 0787706,adriana.salazar38@yahoo.es,Monteria,Hero,Sin gestión,,
LD-01314,2026-08-25T08:09:00,WhatsApp,EMP-02,PV-009,andres felipe quintero osorio,3043752884,,Santa Marta,Honda CB 190R,Sin gestión,,Agosto Cero Cuotas
LD-01315,2026-08-07T18:45:00,Meta Ads,EMP-02,PV-007,Liliana Muñoz Bedoya,316-804-8090,,SOLEDAD,Suzuki  Best 125,No contesta,07/08/2026 22:45,Feria de Motos 2026
LD-01316,2026-08-10 03:12:00,Formulario Web,EMP-02,PV-009,Édinson Pérez Escobar,3515994267,,SANTA MARTA,bajaj boxer ct 100,sin gestion,,
LD-01317,21-08-2026,WhatsApp,EMP-01,PV-005,Sebastián Zapata Quintero,+57 304 3700981,sebastian.zapata95@yahoo.es,,AKT,Contactado,21-08-2026,Agosto Cero Cuotas
LD-01318,2026-08-19 19:34:00,Meta Ads,EMP-02,PV-008,ANDRÉS FELIPE SALAZAR VALENCIA,+57 302 9441807,andres.salazar90@hotmail.com,Cartagena,,Descartado,2026-08-20T19:34:00,Remate Modelos 2025
LD-01319,03/09/2026 21:30,Formulario Web,EMP-01,PV-003,  Carlos Mario Muñoz Arias  ,3220424233,carlos.munoz81@outlook.com,bello,Bajaj Dominar 400,no contesta,09/07/2026 21:30,
LD-01320,2026-09-06 23:23:00,WhatsApp,EMP-02,PV-010,Sebastián Pérez Osorio,(312) 802-4219,sebastian.perez45@gmail.com,Monteria,SUZUKI GIXXER 150,contactado,2026-09-07 01:23:00,
LD-01321,2026-09-09 16:53:00,WhatsApp,EMP-03,PV-014,Freddy Vargas Hernández,(321) 183-1464,,Bogotá,HERO HUNK 160R,No contesta,,Retoma tu moto
LD-01322,2026-09-03 05:13:00,WHATSAPP,EMP-03,PV-013,Édinson Gómez Torres,3165531784,,bogotá,Bajaj Pulsar NS 160,No contesta,06/09/2026 05:13,Feria de Motos 2026
LD-01323,2026-09-09T23:24:00,FORMULARIO WEB,EMP-03,PV-011,JUAN CARLOS ESCOBAR QUINTERO,+57 310 3880555,,BOGOTA,Suzuki Gixxer 150,Descartado,09/10/2026 17:24,Retoma tu moto
LD-01324,12/08/2026 08:09,Meta Ads,EMP-03,PV-014,Leidy Johana Ramírez Betancur,3134580310,,Bogota DC,Bajaj Discover 125,Sin gestión,,Feria de Motos 2026
LD-01325,2026-09-07 20:37:00,WhatsApp,EMP-01,PV-002,Alexander Quintero,3154318201,alexander.quintero23@gmail.com,Itagüí,Hero Dash 110 2026,Contactado,2026-09-07T22:37:00,
LD-01326,31-08-2026,whatsapp,EMP-03,PV-015,Cristian Agudelo Zapata,573117480924,cristian.agudelo31@outlook.com,Soacha,Suzuki  Best 125,contactado,31-08-2026,Prima Extra
LD-01327,08/27/2026 20:32,Meta Ads,EMP-01,PV-003,Estefanía Betancur Quintero,+57 315 2851019,,,Suzuki Best 125,En proceso,2026-08-31T20:32:00,
LD-01328,2026-08-26 16:13:00,Meta Ads,EMP-03,PV-012,MARCELA OSPINA JIMÉNEZ,316-902-8967,,Bogotá,,Contactado,26-08-2026,
LD-01329,08/25/2026 16:55,WhatsApp,EMP-01,PV-005,Kevin Restrepo Vargas, 3103126332 ,,Medellín ,suzuki v-strom 250,Cotización enviada,2026-08-29 16:55:00,Feria de Motos 2026
LD-01330,2026-08-30T02:11:00,Meta Ads,EMP-02,PV-007,CAMILO FRANCO GIRALDO, 3102401993 ,camilo.franco33@outlook.com,SOLEDAD,HERO DASH 110,Cotización enviada,31-08-2026,
LD-01331,2026-08-18T16:58:00,whatsapp,EMP-02,PV-006,Marcela Pérez Restrepo, 3143776634 ,marcela.perez91@gmail.com,B/quilla,AKT NKD 125,Cotización enviada,08/18/2026 17:58,Remate Modelos 2025
LD-01332,08/27/2026 15:22,WhatsApp,EMP-03,PV-012,Sebastián Giraldo Agudelo, 3146786890 ,sebastian.giraldo58@hotmail.com,BOGOTA,Hero Hunk 160R,Cotización enviada,2026-08-29 15:22:00,Remate Modelos 2025
LD-01333,24/08/2026 23:03,Formulario Web,EMP-02,PV-009,luz marina jimenez ospina,3238193020,luz.jimenez76@gmail.com,SANTA MARTA,Honda XR 150L 2026,Contactado,26-08-2026,Retoma tu moto
LD-01334,31/08/2026 02:45,Meta Ads,EMP-02,PV-007,ANDRÉS FELIPE ZAPATA ZAPATA, 3210554510 ,andres.zapata44@gmail.com,SOLEDAD,Hero Hunk 160R 2026,Contactado,09/04/2026 02:45,Prima Extra
LD-01335,09/08/2026 00:28,WhatsApp,EMP-01,PV-005,Erika Cardona Castaño,3119367820,erika.cardona83@yahoo.es,Medellín ,Suzuki,contactado,2026-08-09 01:28:00,Retoma tu moto
LD-01336,2026-08-08 13:18:00,WhatsApp,EMP-01,PV-001,  Carlos Mario Jiménez Ramírez  ,3117016095,carlos.jimenez5@gmail.com,MEDELLIN,Honda CB 190R,no contesta,2026-08-10T13:18:00,Remate Modelos 2025
LD-01337,31/08/2026 10:51,WhatsApp,EMP-01,PV-005,JULIÁN HERNÁNDEZ CASTAÑO,(350) 169-8461,,Medellín ,Bajaj Pulsar RS 200,Contactado,31/08/2026 14:51,Retoma tu moto
LD-01338,08/09/2026 00:38,WhatsApp,EMP-01,PV-002,  Wilmar Franco Gómez  , 3026212106 ,wilmar.franco66@hotmail.com,Itagüí,Suzuki  GN 125,Descartado,09/08/2026 02:38,
LD-01339,03/08/2026 22:27,Meta Ads,EMP-01,PV-005,  Yesenia Hernández Quintero  , 3041382756 ,yesenia.hernandez50@gmail.com,Medellín ,Bajaj,Cotización enviada,2026-08-06 22:27:00,Retoma tu moto
LD-01340,2026-08-15 02:38:00,Meta Ads,EMP-02,PV-009,Mónica Franco Quintero,3510214726,,Sta Marta,Honda XRE 300 2026,sin gestion,,Feria de Motos 2026
LD-01341,2026-08-14 17:36:00,Meta Ads,EMP-01,PV-005,DUVÁN VARGAS AGUDELO,323-927-8913,duvan.vargas68@hotmail.com,medellin,BAJAJ PULSAR NS 125,sin gestion,,Prima Extra
LD-01342,24/08/2026 04:36,Meta Ads,EMP-01,PV-001,CLAUDIA PATRICIA MARÍN CORREA,+57 318 2815685,claudia.marin88@outlook.com,Medellin,A.K.T NKD 125,Contactado,2026-08-24 16:36:00,Feria de Motos 2026
LD-01343,21/08/2026 21:16,WhatsApp,EMP-01,PV-005,Wilmar Zapata Agudelo, 3125308964 ,wilmar.zapata43@yahoo.es,Medellin,AKT NKD 125,En proceso,,Agosto Cero Cuotas
LD-01344,2026-08-21 05:17:00,Meta Ads,EMP-03,PV-015,LILIANA PÉREZ RAMÍREZ,3156425808,liliana.perez4@hotmail.com,Soacha,BAJAJ PULSAR NS 160,Contactado,,Feria de Motos 2026
LD-01345,2026-09-08 23:23:00,Formulario Web,EMP-03,PV-014,SANDRA MILENA AGUDELO VALENCIA,3128248618,sandra.agudelo1@yahoo.es,Bogota DC,AKT TTR 200 2026,No contesta,,Feria de Motos 2026
LD-01346,2026-08-19 22:20:00,Meta Ads,EMP-01,PV-004,  Luisa Franco Escobar  ,312-839-1409,luisa.franco98@gmail.com,Rio Negro,bajaj discover 125,Descartado,20/08/2026 10:20,Retoma tu moto
LD-01347,09/09/2026 07:04,whatsapp,EMP-03,PV-011,Luz Marina Salazar Ospina,573224167142,luz.salazar48@outlook.com,Bogota,Suzuki GN 125,Contactado,09-09-2026,
LD-01348,2026-09-06 15:35:00,WhatsApp,EMP-02,PV-010,Katherine Ramírez,3107174898,katherine.ramirez68@gmail.com,MONTERIA,Honda XR 150L,Sin gestión,,Agosto Cero Cuotas
LD-01349,2026-08-17 15:39:00,WhatsApp,EMP-02,PV-009,FABIÁN CARDONA BETANCUR,316-212-4627,fabian.cardona6@outlook.com,SANTA MARTA,Suzuki Best,Cotización enviada,18-08-2026,Retoma tu moto
